onset_seconds,speaker_id
0.0,1
6.0,2
6.0,1
15.0,2
18.0,1
27.0,2
31.0,1
47.0,3
49.0,1
67.0,4
70.0,3
70.0,2
79.0,1
80.0,3
92.0,5
122.0,1
127.0,5
166.0,1
170.0,5
171.0,1
181.0,5
183.0,1
184.0,5
186.0,1
190.0,5
196.0,1
197.0,5
200.0,1
200.0,3
203.0,5
203.0,1
205.0,5
208.0,3
209.0,1
212.0,3
234.0,1
234.0,3
255.0,1
258.0,3
303.0,1
351.0,3
352.0,1
396.0,1
411.0,3
412.0,1
424.0,3
429.0,1
442.0,3
453.0,1
478.0,3
493.0,5
517.0,3
523.0,5
528.0,1
533.0,5
565.0,3
577.0,2
582.0,1
585.0,2
605.0,3
645.0,3
678.0,1
678.0,3
718.0,3
766.0,3
791.0,1
796.0,3
826.0,1
875.0,3
925.0,3
962.0,3
993.0,5
1025.0,3
1041.0,5
1041.0,3
1047.0,1
1078.0,3
1079.0,1
1182.0,3
1195.0,1
1205.0,3
1216.0,2
1220.0,3
1250.0,5
1276.0,1
1280.0,5
1282.0,1
1304.0,5
1312.0,1
1342.0,5
1342.0,1
1349.0,3
1373.0,1
1375.0,3
1378.0,1
1388.0,3
1439.0,1
1474.0,3
1502.0,1
1528.0,5
1534.0,3
1567.0,5
1575.0,1
1577.0,3
1589.0,1
1601.0,3
1613.0,1
1624.0,3
1638.0,1
1639.0,3
1648.0,5
1658.0,1
1661.0,2
1672.0,3
1678.0,1
1687.0,3
1714.0,3
1737.0,1
1743.0,3
1770.0,1
1771.0,3
1774.0,1
1783.0,3
1800.0,1
1804.0,5
1831.0,3
1838.0,1
1840.0,3
1844.0,1
1845.0,3
1871.0,1
1896.0,3
1918.0,1
1921.0,3
1922.0,1
1940.0,3
1983.0,5
1984.0,1
1986.0,3
1989.0,1
2021.0,3
2024.0,1
2040.0,3
2066.0,1
2093.0,3
2106.0,1
2118.0,3
2129.0,1
2143.0,3
2156.0,5
2161.0,2
2166.0,3
2174.0,1
2178.0,3
2182.0,1
2184.0,3
2193.0,5
2214.0,1
2223.0,3
2237.0,1
2248.0,3
2259.0,1
2263.0,3
2266.0,1
2296.0,3
2322.0,1
2323.0,5
2329.0,1
2350.0,5
2371.0,1
2378.0,5
2382.0,1
2417.0,1
2507.0,3
2510.0,1
2519.0,3
2537.0,1
2546.0,3
2547.0,5
2551.0,1
2597.0,2
2599.0,1
2602.0,2
2612.0,1
2621.0,3
2624.0,1
2625.0,3
2627.0,1
2662.0,1
2729.0,1
2760.0,1
2799.0,1
2847.0,3
2863.0,5
2876.0,2
2912.0,1
2916.0,3
2930.0,1
2941.0,3
2943.0,1
2995.0,3
3000.0,1
3041.0,3
3046.0,1
3048.0,3
3057.0,1
3064.0,2
3080.0,1
3124.0,5
3147.0,1
3150.0,5
3150.0,1
3177.0,1
3186.0,5
3194.0,1
3194.0,5
3200.0,1
3226.0,5
3228.0,1
3251.0,3
3302.0,1
3304.0,3
3305.0,1
3308.0,3
3347.0,3
3377.0,1
3379.0,3
3380.0,1
3382.0,5
3383.0,3
3400.0,1
3406.0,3
3426.0,1
3461.0,1
3466.0,3
3498.0,1
3523.0,3
3534.0,1
3537.0,3
3539.0,1
3553.0,3
3558.0,1
3563.0,3
3586.0,5
3587.0,3
3608.0,1
3612.0,5
3613.0,1
3614.0,3
3648.0,3
3664.0,1
3669.0,3
3680.0,1
3682.0,3
3686.0,1
3690.0,3
3692.0,1
3694.0,3
3697.0,1
3708.0,3
3731.0,1
3735.0,3
3736.0,1
3759.0,3
3760.0,1
3764.0,3
3773.0,1
3776.0,3
3795.0,5
3797.0,3
3811.0,1
3815.0,3
3845.0,3
3864.0,1
3878.0,3
3886.0,1
3887.0,3
3892.0,1
3895.0,3
3901.0,1
3904.0,5
3905.0,1
3939.0,1
4008.0,1
4011.0,3
4013.0,2
4018.0,1
4053.0,1
4088.0,1
4101.0,3
4132.0,5
4132.0,3
4138.0,1
4145.0,3
4169.0,1
4177.0,3
4178.0,1
4227.0,1
4235.0,3
4271.0,1
4307.0,1
4366.0,3
4381.0,1
4382.0,3
4430.0,3
4432.0,1
4436.0,3
4437.0,1
4474.0,5
4474.0,3
4479.0,1
4483.0,3
4486.0,1
4503.0,3
4506.0,1
4522.0,3
4530.0,5
4537.0,3
4556.0,1
4557.0,3
4566.0,1
4568.0,3
4577.0,1
4579.0,3
4580.0,1
4645.0,3
4649.0,1
4651.0,3
4653.0,1
4680.0,3
4692.0,5
4693.0,3
4703.0,1
4716.0,3
4721.0,1
4741.0,3
4751.0,5
4752.0,1
4752.0,3
4759.0,1
4776.0,5
4777.0,1
4801.0,3
4805.0,1
4813.0,3
4819.0,1
4857.0,3
4866.0,1
4873.0,3
4888.0,1
4939.0,1
4961.0,1
5040.0,1
5070.0,5
5070.0,3
5070.0,1
5075.0,3
5080.0,1
5080.0,3
5093.0,1
5107.0,3
5109.0,5
5113.0,1
5126.0,3
5126.0,1
5134.0,3
5138.0,1
5143.0,3
5145.0,1
5150.0,3
5156.0,1
5195.0,1
5208.0,5
5208.0,3
5214.0,1
5236.0,3
5236.0,1
5248.0,3
5249.0,1
5258.0,3
5259.0,1
5264.0,3
5267.0,5
5268.0,3
5270.0,1
5271.0,5
