onset_seconds,speaker_id
0.0,1
3.0,2
4.0,1
7.0,2
12.0,1
22.0,2
24.0,1
27.0,2
48.0,1
50.0,2
93.0,2
97.0,1
99.0,2
103.0,1
105.0,2
135.0,2
163.0,1
167.0,2
179.0,1
182.0,2
203.0,1
207.0,2
213.0,3
256.0,1
258.0,2
260.0,4
291.0,4
317.0,1
321.0,4
347.0,4
387.0,1
392.0,4
396.0,2
401.0,4
411.0,2
475.0,2
478.0,3
485.0,2
522.0,2
530.0,4
547.0,2
568.0,1
572.0,2
574.0,1
576.0,2
578.0,1
581.0,2
600.0,3
610.0,2
610.0,3
612.0,2
640.0,2
654.0,1
660.0,2
662.0,1
697.0,2
707.0,1
720.0,2
751.0,4
779.0,2
784.0,1
784.0,2
840.0,2
878.0,4
895.0,2
896.0,4
899.0,2
933.0,1
934.0,2
940.0,4
956.0,2
959.0,4
1006.0,2
1010.0,1
1026.0,2
1036.0,1
1064.0,2
1086.0,3
1110.0,2
1162.0,2
1202.0,2
1237.0,1
1243.0,2
1244.0,1
1246.0,2
1263.0,4
1265.0,2
1266.0,4
1269.0,1
1317.0,2
1324.0,1
1325.0,2
1332.0,1
1339.0,3
1376.0,1
1377.0,3
1408.0,1
1426.0,3
1427.0,1
1472.0,1
1508.0,1
1510.0,2
1523.0,1
1523.0,2
1531.0,1
1599.0,1
1633.0,1
1652.0,2
1658.0,1
1667.0,3
1670.0,1
1680.0,2
1680.0,1
1682.0,2
1695.0,1
1697.0,2
1700.0,1
1747.0,1
1771.0,2
1776.0,1
1776.0,2
1782.0,4
1786.0,1
1822.0,1
1843.0,2
1860.0,1
1873.0,2
1879.0,1
1880.0,4
1883.0,1
1903.0,4
1907.0,1
1943.0,1
1966.0,2
1974.0,1
2008.0,1
2030.0,2
2043.0,4
2044.0,2
2052.0,1
2072.0,4
2074.0,1
2106.0,1
2117.0,2
2127.0,1
2164.0,2
2172.0,4
2175.0,2
2182.0,1
2187.0,4
2199.0,1
2202.0,4
2208.0,1
2212.0,4
2217.0,1
2262.0,1
2334.0,2
2375.0,1
2385.0,2
2388.0,3
2391.0,1
2396.0,2
2404.0,3
2407.0,1
2415.0,3
2439.0,3
2478.0,1
2492.0,3
2493.0,1
2511.0,3
2513.0,1
2516.0,3
2517.0,1
2530.0,3
2532.0,1
2543.0,2
2544.0,1
2552.0,3
2554.0,1
2593.0,3
2602.0,1
2615.0,3
2616.0,1
2628.0,3
2628.0,1
2633.0,3
2641.0,1
2646.0,3
2650.0,1
2656.0,3
2657.0,1
2683.0,3
2693.0,1
2699.0,3
2730.0,1
2734.0,3
2734.0,1
2740.0,3
2746.0,1
2749.0,3
2797.0,3
2857.0,3
2864.0,1
2870.0,3
2878.0,1
2880.0,3
2886.0,1
2920.0,3
2978.0,1
2988.0,3
2989.0,1
3027.0,3
3044.0,1
3082.0,1
3121.0,1
3131.0,3
3153.0,3
3180.0,1
3195.0,3
3199.0,1
3202.0,3
3213.0,1
3229.0,3
3231.0,1
3255.0,3
3256.0,1
3257.0,2
3297.0,2
3307.0,1
3331.0,2
3332.0,1
3334.0,2
3337.0,3
3339.0,2
3344.0,1
3364.0,3
3367.0,1
3421.0,1
3432.0,3
3434.0,1
3436.0,3
3439.0,1
3449.0,3
3449.0,1
3452.0,3
3500.0,3
3510.0,1
3514.0,3
3559.0,3
3576.0,1
3577.0,3
3580.0,1
3582.0,3
3584.0,1
3594.0,3
3618.0,1
3620.0,3
3634.0,1
3648.0,3
3693.0,1
3700.0,3
3701.0,1
3740.0,1
3757.0,3
3760.0,1
3782.0,3
3788.0,1
3790.0,3
3790.0,1
3792.0,3
3825.0,3
3862.0,3
3878.0,1
3906.0,3
3907.0,1
3915.0,3
3915.0,1
3934.0,3
3936.0,1
3943.0,3
3944.0,1
3957.0,3
3959.0,1
3970.0,3
3985.0,1
3989.0,3
3991.0,1
3996.0,3
4009.0,1
4016.0,3
4020.0,2
4021.0,1
4058.0,1
4062.0,3
4068.0,1
4068.0,3
4070.0,1
4123.0,3
4127.0,1
4153.0,3
4154.0,1
4170.0,3
4175.0,1
4202.0,1
4213.0,3
4218.0,2
4231.0,3
4232.0,2
4233.0,3
4236.0,2
4323.0,2
4350.0,2
4353.0,4
4357.0,1
4373.0,4
4376.0,3
4393.0,1
4405.0,3
4405.0,1
4454.0,1
4495.0,1
4507.0,3
4519.0,1
4520.0,3
4520.0,1
4521.0,3
4534.0,1
4546.0,3
4548.0,1
4554.0,3
4555.0,1
4579.0,2
4590.0,4
4592.0,2
4594.0,1
4598.0,2
4605.0,1
4617.0,4
4621.0,2
4631.0,1
4633.0,2
4634.0,1
4635.0,2
4665.0,2
4678.0,1
4678.0,2
4702.0,3
4718.0,2
4722.0,1
4762.0,2
4771.0,1
4771.0,2
4791.0,1
4792.0,2
4798.0,1
4857.0,1
4890.0,1
4912.0,2
4938.0,4
4942.0,2
4942.0,4
4947.0,2
4969.0,1
4972.0,2
4976.0,1
4982.0,2
4985.0,1
5012.0,2
5019.0,1
5020.0,2
5023.0,1
5023.0,3
5031.0,1
5036.0,2
5037.0,1
5038.0,2
5040.0,1
5047.0,2
5055.0,1
5093.0,1
5124.0,1
5129.0,2
5131.0,1
5152.0,2
5158.0,1
5182.0,2
5183.0,1
5195.0,2
5200.0,1
5207.0,2
5209.0,1
5219.0,2
5240.0,1
5243.0,2
5247.0,1
5273.0,2
5274.0,1
5280.0,2
5280.0,1
5291.0,2
5292.0,1
5352.0,2
5357.0,1
5370.0,3
5373.0,1
5377.0,2
5388.0,3
5392.0,4
5393.0,1
5408.0,2
5409.0,1
5414.0,2
5416.0,1
5416.0,3
5418.0,4
