onset_seconds,speaker_id
0.0,1
2.0,2
40.0,3
41.0,1
50.0,2
69.0,3
76.0,1
78.0,3
86.0,1
91.0,3
94.0,1
97.0,3
103.0,4
105.0,1
107.0,4
117.0,1
117.0,2
125.0,3
140.0,2
150.0,4
152.0,2
187.0,4
220.0,4
235.0,1
253.0,4
253.0,1
259.0,4
291.0,1
291.0,2
301.0,3
305.0,2
307.0,4
312.0,2
321.0,3
357.0,3
377.0,1
379.0,2
394.0,3
396.0,4
396.0,3
406.0,2
408.0,4
425.0,3
446.0,4
447.0,1
448.0,4
450.0,1
457.0,4
460.0,1
469.0,3
478.0,1
505.0,3
506.0,4
509.0,2
534.0,4
544.0,2
549.0,4
552.0,2
576.0,1
586.0,4
613.0,3
617.0,4
623.0,1
627.0,4
627.0,1
633.0,4
635.0,3
649.0,2
655.0,1
663.0,3
671.0,4
673.0,3
676.0,4
702.0,3
731.0,3
778.0,2
795.0,4
801.0,2
807.0,1
816.0,4
823.0,1
828.0,2
849.0,3
851.0,4
851.0,2
854.0,4
864.0,2
882.0,3
907.0,4
911.0,2
912.0,4
925.0,2
933.0,3
937.0,2
961.0,3
972.0,4
973.0,3
976.0,2
1005.0,2
1013.0,3
1049.0,3
1065.0,4
1107.0,1
1120.0,3
1121.0,1
1126.0,3
1137.0,4
1139.0,3
1176.0,3
1192.0,1
1197.0,3
1203.0,1
1211.0,3
1225.0,1
1247.0,3
1253.0,1
1263.0,3
1264.0,1
1286.0,3
1291.0,1
1292.0,4
1305.0,3
1306.0,1
1335.0,3
1336.0,4
1341.0,1
1346.0,3
1423.0,3
1453.0,1
1482.0,1
1508.0,3
1511.0,1
1515.0,3
1515.0,1
1516.0,4
1519.0,1
1558.0,3
1565.0,2
1567.0,3
1573.0,1
1581.0,3
1593.0,1
1600.0,3
1605.0,2
1610.0,3
1611.0,2
1614.0,3
1645.0,1
1656.0,3
1657.0,1
1672.0,3
1672.0,1
1688.0,3
1727.0,1
1730.0,3
1752.0,1
1762.0,3
1768.0,1
1773.0,2
1777.0,1
1779.0,3
1785.0,2
1812.0,3
1829.0,2
1837.0,3
1865.0,1
1879.0,3
1886.0,2
1922.0,2
1941.0,3
1967.0,4
1984.0,3
1987.0,4
1991.0,2
2010.0,3
2010.0,2
2028.0,3
2055.0,2
2059.0,3
2085.0,1
2127.0,3
2132.0,1
2161.0,3
2170.0,1
2199.0,3
2211.0,1
2215.0,2
2215.0,1
2227.0,2
2249.0,1
2282.0,1
2295.0,3
2304.0,1
2304.0,2
2306.0,1
2309.0,2
2315.0,3
2320.0,2
2322.0,1
2350.0,2
2357.0,1
2362.0,2
2372.0,1
2374.0,3
2389.0,2
2421.0,3
2446.0,2
2454.0,3
2461.0,2
2461.0,3
2463.0,4
2475.0,2
2477.0,4
2487.0,2
2491.0,4
2493.0,2
2517.0,2
2525.0,1
2539.0,3
2543.0,1
2544.0,3
2548.0,1
2550.0,3
2574.0,1
2576.0,3
2578.0,4
2583.0,2
2584.0,4
2586.0,3
2596.0,1
2598.0,3
2599.0,1
2609.0,3
2625.0,2
2626.0,4
2628.0,1
2637.0,3
2640.0,1
2663.0,3
2669.0,2
2671.0,3
2676.0,4
2678.0,3
2713.0,2
2724.0,3
2728.0,4
2733.0,2
2734.0,4
2740.0,3
2750.0,4
2752.0,3
2758.0,4
2763.0,3
2764.0,4
2770.0,3
2805.0,4
2807.0,3
2815.0,2
2822.0,3
2835.0,2
2846.0,1
2852.0,4
2855.0,1
2880.0,4
2882.0,2
2888.0,4
2892.0,3
2898.0,4
2908.0,1
2941.0,3
2949.0,1
2950.0,2
2950.0,1
2958.0,4
2963.0,1
2966.0,4
2966.0,1
2973.0,3
3011.0,3
3021.0,2
3035.0,4
3038.0,3
3049.0,4
3050.0,3
3055.0,4
3059.0,3
3060.0,4
3062.0,3
3077.0,1
3078.0,3
3079.0,1
3099.0,2
3102.0,4
3102.0,2
3103.0,3
3107.0,2
3113.0,3
3122.0,2
3133.0,3
3137.0,4
3139.0,3
3141.0,4
3143.0,3
3149.0,1
3150.0,3
3169.0,2
3171.0,3
3177.0,4
3179.0,3
3182.0,2
3183.0,3
3191.0,4
3194.0,3
3197.0,4
3210.0,1
3213.0,3
3214.0,4
3225.0,1
3228.0,4
3229.0,1
3234.0,3
3239.0,4
3244.0,3
3280.0,1
3298.0,3
3303.0,1
3319.0,3
3324.0,1
3335.0,3
3344.0,1
3348.0,2
3355.0,3
3359.0,1
3368.0,2
3370.0,1
3380.0,3
3437.0,2
3444.0,3
3460.0,1
3461.0,3
3466.0,1
3471.0,3
3473.0,1
3509.0,1
3519.0,3
3534.0,1
3572.0,1
3588.0,3
3590.0,1
3608.0,3
3649.0,3
3688.0,1
3688.0,3
3712.0,3
3756.0,3
3789.0,3
3798.0,1
3839.0,1
3873.0,1
3882.0,4
3886.0,1
3929.0,1
3939.0,2
3944.0,1
3967.0,3
3969.0,1
4011.0,3
4014.0,1
4015.0,3
4072.0,1
4076.0,3
4080.0,1
4083.0,3
4091.0,4
4096.0,1
4098.0,3
4141.0,3
4144.0,2
4146.0,3
4149.0,1
4163.0,2
4165.0,3
4173.0,4
4176.0,1
4190.0,3
4193.0,1
4238.0,3
4274.0,1
4303.0,1
4303.0,3
4304.0,1
4317.0,3
4332.0,1
4343.0,3
4352.0,1
4354.0,4
4356.0,1
4390.0,1
4398.0,3
4411.0,1
4415.0,3
4416.0,4
4420.0,1
4422.0,3
4447.0,3
4472.0,1
4474.0,3
4484.0,1
4493.0,3
4532.0,3
4539.0,1
4555.0,3
4559.0,1
4585.0,3
4610.0,1
4614.0,3
4621.0,1
4631.0,3
4634.0,1
4664.0,1
4669.0,3
4672.0,1
4683.0,3
4710.0,1
4714.0,3
4728.0,1
4732.0,3
4733.0,1
4739.0,3
4763.0,1
4765.0,2
4776.0,3
4813.0,2
4857.0,3
4869.0,1
4870.0,3
4875.0,1
4883.0,3
4885.0,1
4887.0,3
4890.0,1
4892.0,3
4906.0,1
4909.0,2
4910.0,3
4912.0,1
4917.0,3
4919.0,1
4920.0,2
4923.0,3
4961.0,3
4973.0,4
4996.0,1
4999.0,2
5003.0,3
5005.0,1
5030.0,3
5038.0,1
5051.0,3
5053.0,1
5069.0,4
