second,entropy,pct_det,rmse,edge_window
0,-0.0,98.4415139578695,,True
1,-0.0,98.42465753424658,,True
2,-0.0,98.4251968503937,,True
3,-0.0,98.42600513259195,0.6519114145039213,True
4,-0.0,96.90079164561226,0.5829834852519731,True
5,-0.0,98.29187396351576,0.6105588901866199,True
6,-0.0,98.31809274983671,0.6115350113301263,True
7,-0.0,98.25391644908616,0.6268982718826854,True
8,-0.0,98.27164519810859,0.647406141787614,True
9,-0.0,98.27333441928653,0.6728169261249726,True
10,-0.0,96.79178697465511,0.624985258546534,True
11,-0.0,96.71526998878385,0.5783820681520626,True
12,0.15935006268563445,96.73547767642823,0.6054060831258558,True
13,0.26676498780302604,96.74017257909875,0.5935539445312699,True
14,0.35335933502142136,96.7453733248245,0.5852728007981011,True
15,0.4262286569981449,96.75107501194458,0.5794514713285136,True
16,0.48890859144051524,96.75727229375298,0.5760345996235842,True
17,0.5435644431995964,96.76395939086295,0.5737741047687916,True
18,0.5916727785823275,96.77113010446344,0.5629701128433823,True
19,0.6343095546405662,96.77877783041212,0.5652044480708548,True
20,0.6722948170756379,96.78689557410615,0.5687081938489797,True
21,0.7062740891876007,96.79547596606974,0.5731945588213929,True
22,0.7367680100024783,95.3884246363355,0.3380498772301694,True
23,0.7642045065086203,96.67632261015399,0.39275019702034186,True
24,0.7889406572966208,96.71022983325823,0.40157609235010466,True
25,0.8112781244591328,96.74363528715216,0.4139051076502748,True
26,0.8314743880097293,96.77654609101516,0.4284719436963282,True
27,0.8497511372532974,96.80896938335489,0.4441999039203895,True
28,0.8431619569518378,96.60215053763442,0.4400989332668382,True
29,0.8366407419411672,96.74006291106663,0.4448445152119357,True
30,0.8301899714180443,96.74935842600513,0.4523983895074449,True
31,0.8536576732793313,96.7590618336887,0.4494785664898202,True
32,0.8536576732793313,95.41824295922656,0.2554528231374496,True
33,0.8536576732793313,96.62983425414365,0.25723121448923464,True
34,0.8536576732793313,96.66394335511983,0.2568526986330566,True
35,0.8536576732793313,96.69754329440194,0.2582236868976165,True
36,0.8536576732793313,96.73064195896757,0.2622816510060214,True
37,0.875195788740725,96.76324719394414,0.3414648625933319,True
38,0.8948692308065574,96.79536679536679,0.3428346679688692,True
39,0.9127341558073343,96.82700850361721,0.3435756138300125,True
40,0.9288391461883214,96.85817999749656,0.3429091356269856,True
41,0.9432261548473415,96.88888888888889,0.3418582894818243,True
42,0.9559312637896478,96.9191427179737,0.3404750519607535,True
43,0.9669852958320848,96.94894894894895,0.33730095944905486,True
44,0.976414308115487,96.97831496622823,0.3334411055434563,True
45,0.9842399889605549,97.00724807107785,0.3288713134840258,True
46,0.9904799742690308,97.03575547866205,0.32357104202081216,True
47,0.995148095654003,97.06384431546603,0.31752205010464524,True
48,0.9982545693874831,97.09152161706906,0.3058839550521551,True
49,0.999806132804711,96.89705388148315,0.3048392941637219,True
50,0.999806132804711,97.01675977653632,0.29909490411171036,True
51,0.9982545693874831,97.02473813238244,0.3769994802073096,True
52,0.995148095654003,97.03300366707411,0.37131592524200707,True
53,0.9904799742690308,97.0415512465374,0.3673690851594302,True
54,0.9842399889605549,97.05037560760053,0.363698834801508,True
55,0.976414308115487,97.05947136563877,0.36035503803085955,True
56,0.9669852958320848,97.06883302228565,0.35738780794255565,True
57,0.9559312637896478,95.8604247941049,0.2844404428049849,True
58,0.9432261548473415,96.95121951219512,0.28512735488434776,True
59,0.9288391461883214,96.97961769986271,0.2860974292791646,True
60,0.9127341558073343,97.00761130226253,0.2870091734246196,True
61,0.8948692308065574,97.03520691785053,0.2867952269510179,True
62,0.875195788740725,97.06241105915836,0.28522813008228387,True
63,0.8536576732793313,97.08923015156077,0.28429646397280756,True
64,0.8301899714180443,97.11567053226285,0.28266474817829357,True
65,0.804717519321077,97.141738449491,0.28034607455115623,True
66,0.7771529943226336,97.16744006187162,0.35228691125896494,True
67,0.7473944462440387,97.19278143798338,0.34860228722836417,True
68,0.7153220528038851,96.96277254117871,0.34871029607623844,True
69,0.6807937753703206,97.11410670210746,0.34768320487789434,True
70,0.6436394131461666,97.11410670210746,0.34706251503296826,True
71,0.603652249754401,95.93023255813954,0.2531325539213225,True
72,0.603652249754401,96.98934691987031,0.26173596145770467,True
73,0.6436394131461666,97.01656447332296,0.2618686132674086,True
74,0.6807937753703206,97.04339963833635,0.26178707853895417,True
75,0.7153220528038851,97.06985885295694,0.340405228055435,True
76,0.7473944462440387,97.09594845087828,0.3393264741883006,True
77,0.7771529943226336,97.12167466201483,0.33779429785943416,True
78,0.804717519321077,97.14704361317014,0.33587978016250863,True
79,0.8301899714180443,97.17206132879046,0.3335501051519447,True
80,0.8536576732793313,97.1967337317956,0.3311003305318893,True
81,0.875195788740725,97.1885521885522,0.32951924797901,True
82,0.8948692308065574,97.17219323346238,0.327508973404014,True
83,0.9127341558073343,97.16449305847708,0.3257905274246144,True
84,0.9288391461883214,97.15703591555219,0.32428084542189883,True
85,0.9432261548473415,97.14982344039011,0.3229615481550346,True
86,0.9559312637896478,96.03623067974074,0.23744110753370645,True
87,0.9669852958320848,97.03490759753593,0.23725431944942468,True
88,0.976414308115487,97.06097263944142,0.23718247288427535,True
89,0.976414308115487,97.08667736757624,0.23686613208376012,True
90,0.976414308115487,97.11202792764202,0.2362138277588132,True
91,0.976414308115487,97.13703035532198,0.23513554357207492,True
92,0.9842399889605549,96.73615991254782,0.22557774347912293,True
93,0.9842399889605549,97.08534120938909,0.22529111997396453,True
94,0.9842399889605549,97.09113414822838,0.22493061732523173,True
95,0.9842399889605549,96.04498164014687,0.05332206900983576,True
96,0.9842399889605549,96.97405250018912,0.053962634784924336,True
97,0.9842399889605549,97.00007481110197,0.05378146304007778,True
98,0.9904799742690308,97.0257472625037,0.052500524474395106,True
99,0.995148095654003,97.05107566222742,0.04971689398417367,True
100,0.9982545693874831,97.07606571614677,0.04411648695718274,True
101,0.999806132804711,97.10072302956547,0.033495039617102006,True
102,0.999806132804711,97.06618962432916,0.031204675944013858,True
103,0.9982545693874831,97.06765841796596,0.028796650067138798,True
104,0.995148095654003,97.06218727662616,0.026841408909604434,True
105,0.9904799742690308,97.05693263804558,0.02524631712203769,True
