meeting_id,onset_second,offset_second,peak_second,peak_rmse,alpha_level,ucl,temporal_position,combined_delta,combined_delta_v2,pre_entropy,post_entropy,delta_entropy,z_delta_entropy,pre_pct_det,post_pct_det,delta_pct_det,z_delta_pct_det,pre_rmse,post_rmse,delta_rmse,z_delta_rmse,peak_entropy,entropy_ucl,entropy_lcl,entropy_exceeds_ucl,entropy_below_lcl,entropy_outside_limits,entropy_excess_over_ucl,entropy_excess_z,peak_pct_det,pct_det_ucl,pct_det_lcl,pct_det_exceeds_ucl,pct_det_below_lcl,pct_det_outside_limits,pct_det_excess_over_ucl,pct_det_excess_z,rmse_excess_over_ucl,rmse_excess_z,auxiliary_ucl_corroboration,joint_corroborated
2024.11.18startup_b,450,451,450,0.7383326161847367,0.05,1.832093104814534,0.08428544671286758,0.30006073849386367,0.35293767976391194,1.3610746403600398,1.4446421818051194,0.08356754144507961,0.16016077775126786,95.0745577963829,95.83244600688299,0.7578882105000844,0.4399606992364595,0.5183864030039346,0.6146506892623343,0.09626428625839978,0.4586915623040084,1.8463075662318311,1.832093104814534,0.11529757368327265,True,False,True,0.014214461417297208,0.027242625025721088,94.82496194824962,100.46038288835788,94.79240189073968,False,False,False,-5.635420940108261,0.0,0.07538714150990533,0.3592136508859694,1,False
2024.11.18startup_b,796,820,798,0.331269728363015,0.05,1.832093104814534,0.1494661921708185,0.7188917778182595,0.7479333498029614,1.2704570246967415,1.8397798556923999,0.5693228309956584,1.0911316263114388,98.78824220022011,99.38539419774747,0.5971519975273623,0.34665192932508027,0.39617190016229775,0.22701552393475843,0.16915637622753932,0.806016493772365,1.8608163461419247,1.832093104814534,0.11529757368327265,True,False,True,0.02872324132739079,0.0550493240674742,99.17115993048438,100.46038288835788,94.79240189073968,False,False,False,-1.2892229578735055,0.0,-0.33167574631181634,0.0,0,False
2024.11.18startup_b,1062,1079,1070,0.3746630034986944,0.05,1.832093104814534,0.20041206218392957,0.23260989076945432,0.16492466342218157,1.589455232667181,1.6458270417763947,0.0563718091092138,0.10803899018749082,97.98677447383515,97.37148517355872,0.6152893002764301,0.35718079135141784,0.4290296296194211,0.42282717236294326,0.0062024572564778335,0.029554208727636026,1.973943243311487,1.832093104814534,0.11529757368327265,True,False,True,0.14185013849695305,0.27186187499279035,97.66616381222823,100.46038288835788,94.79240189073968,False,False,False,-2.79421907612965,0.0,-0.2882824711761369,0.0,0,False
2024.11.18startup_b,1910,1919,1914,0.2284400532624592,0.05,1.832093104814534,0.3584941000187301,0.19879022295078616,0.3009402222634015,1.4711172116790474,1.66646499493258,0.19534778325353264,0.3743924059131698,95.46744882965422,95.42750448425629,0.03994434539792735,0.0231880399884025,0.3820324889575703,0.275999168857722,0.10603332009984828,0.5052402208886323,1.8636957636078917,1.832093104814534,0.11529757368327265,True,False,True,0.031602658793357774,0.06056785115161651,95.47856214811608,100.46038288835788,94.79240189073968,False,False,False,-4.981820740241801,0.0,-0.43450542141237214,0.0,0,False
2024.11.18startup_b,1983,2011,1991,0.7808889521419066,0.05,1.832093104814534,0.37291627645626524,0.7947132785374543,1.69476150450671,1.4881579852862408,1.8748533635410385,0.3866953782547977,0.7411182794555661,96.87828957330846,98.33960837654045,1.4613188032319897,0.8483082776193426,1.0809158507138887,0.3474600071797275,0.7334558435341612,3.4948579564452205,1.9739432433114872,1.832093104814534,0.11529757368327265,True,False,True,0.14185013849695327,0.2718618749927908,98.14730447987851,100.46038288835788,94.79240189073968,False,False,False,-2.3130784084793703,0.0,0.11794347746707523,0.5619911604364048,1,False
2024.11.18startup_b,2720,2753,2732,0.4423345294758922,0.05,1.832093104814534,0.5117063120434538,0.3242339697396046,0.4448982846297566,1.7175736456590818,1.889986007717016,0.1724123620579343,0.3304356873928091,97.74321796883235,97.19536700206787,0.5478509667644857,0.31803225208640007,0.23625422748147676,0.380270707303284,0.14401647982180724,0.6862269144100606,1.9978467171869156,1.832093104814534,0.11529757368327265,True,False,True,0.16575361237238173,0.3176739079979947,97.20789322852698,100.46038288835788,94.79240189073968,False,False,False,-3.2524896598309,0.0,-0.22061094519893915,0.0,0,False
2024.11.18startup_b,3146,3162,3159,0.2780716104746831,0.05,1.832093104814534,0.5916838359243304,0.0686063732535582,0.14702560487269992,1.8095402068750095,1.8009435592248797,0.008596647650129796,0.016475843968716694,97.23858792862183,97.44657258535356,0.20798465673173894,0.12073690253839972,0.24429209035578142,0.3080631732362872,0.06377108288050576,0.3038640681109834,1.9019015988018408,1.832093104814534,0.11529757368327265,True,False,True,0.06980849398730693,0.1337909731136417,97.2790834807514,100.46038288835788,94.79240189073968,False,False,False,-3.181299407606488,0.0,-0.38487386420014824,0.0,0,False
2024.12.09startup_a,1640,1660,1652,0.382429288797787,0.05,1.7501898274462235,0.3064935064935065,0.2612234011722316,0.3687056864267763,1.616431988644616,1.5683117488587028,0.048120239785913066,0.10034818430813101,98.84661711441221,99.39464689109799,0.5480297766857802,0.4220986180363322,0.35570896341852687,0.2388865586757942,0.11682240474273267,0.5836702569358657,1.9759411671299136,1.7501898274462235,0.17238027393567035,True,False,True,0.2257513396836901,0.47077356935819303,99.40998805928216,99.80505725249773,95.53310349238947,False,False,False,-0.3950691932155763,0.0,-0.2676832509751594,0.0,0,False
2024.12.09startup_a,1790,1819,1809,0.2400094129814383,0.05,1.7501898274462235,0.335621521335807,0.36187083920923985,0.34716376864692994,1.7522333701421136,1.4753204061429501,0.27691296399916343,0.5774641454890173,98.21860776469217,98.40852651893594,0.18991875424377724,0.14627753292946244,0.25821136059827,0.32180938559981237,0.06359802500154238,0.31774962752231006,1.9592422264030724,1.7501898274462235,0.17238027393567035,True,False,True,0.2090523989568489,0.43595021042933396,98.3326779394416,99.80505725249773,95.53310349238947,False,False,False,-1.4723793130561376,0.0,-0.41010312679150807,0.0,0,False
2024.12.09startup_a,2945,2961,2958,0.2885442218269713,0.05,1.7501898274462235,0.5487940630797774,0.29317989872087485,0.20396900396209183,1.7296346710848172,1.5507580085569512,0.17887666252786594,0.3730228357054944,95.11398119911738,95.39096625072226,0.27698505160488196,0.2133369617362553,0.2744283396571155,0.2795416497674433,0.0051133101103277845,0.025547214444525786,1.855786642545942,1.7501898274462235,0.17238027393567035,True,False,True,0.10559681509971841,0.22020772779025566,95.27165264832917,99.80505725249773,95.53310349238947,False,True,True,-4.533404604168567,0.0,-0.36156831794597505,0.0,1,True
