second,edge_window,entropy,pct_det,rmse,entropy_smoothed,entropy_shift,entropy_shift_z,pct_det_smoothed,pct_det_shift,pct_det_shift_z,rmse_smoothed,rmse_shift,rmse_shift_z,valid_metric_count,composite_score,threshold,is_candidate,rank_within_meeting
0,True,0.9383153522334068,93.74298090806997,,0.9409584917663945,,,93.97957082534411,,,0.1428798781229175,,,0,,2.0405343708125656,False,
1,True,0.9283620723948676,93.8121546961326,,0.943601631299382,,,94.01233639235744,,,0.14636825302850184,,,0,,2.0405343708125656,False,
2,True,0.94566030460064,93.88008698353526,,0.944630967950011,,,94.04452152062711,,,0.1498566279340862,,,0,,2.0405343708125656,False,
3,True,0.9366673818775626,93.94680525833078,0.1267952287770765,0.94566030460064,,,94.0767066488968,,,0.15244468981615006,,,0,,2.0405343708125656,False,
4,True,0.927526588431676,94.01233639235744,0.1348105920820278,0.9512744851402306,,,94.10832416992946,,,0.1550327516982139,,,0,,2.0405343708125656,False,
5,True,0.943601631299382,94.0767066488968,0.1428798781229175,0.9568886656798212,,,94.1399416909621,,,0.2256456961460486,,,0,,2.0405343708125656,False,
6,True,0.9568886656798212,94.1399416909621,0.1498566279340862,0.9623385642532944,,,94.1710041405442,,,0.2962586405938833,,,0,,2.0405343708125656,False,
7,True,0.9677884628267678,94.2020665901263,0.1550327516982139,0.9677884628267678,,,94.2020665901263,,,0.36858585160471485,,,0,,2.0405343708125656,False,
8,True,0.97663491144401,94.26310583580612,0.2962586405938833,0.97663491144401,,,94.2020665901263,,,0.4409130626155464,,,0,,2.0405343708125656,False,
9,True,0.983708262623186,94.32308334492836,0.4409130626155464,0.983708262623186,,,94.26310583580612,,,0.4645594394653103,,,0,,2.0405343708125656,False,
10,True,0.9892452969285004,94.38202247191012,0.4882058163150742,0.9892452969285004,,,94.32308334492836,,,0.4882058163150742,,,0,,2.0405343708125656,False,
11,True,0.9934472383802028,94.4399460188934,0.5238102066514541,0.9934472383802028,,,94.38202247191012,,,0.5238102066514541,,,0,,2.0405343708125656,False,
12,True,0.996485989886783,94.4968762461784,0.5516522643447511,0.996485989886783,,,94.43541327998,,,0.5516522643447511,,,0,,2.0405343708125656,False,
13,True,0.9985090989176322,94.5528348828074,0.571675822002747,0.9985090989176322,,,94.43541327998,,,0.571675822002747,,,0,,2.0405343708125656,False,
14,True,1.1300621881593356,94.6078431372549,0.5880557878345926,1.1300621881593356,,,94.43541327998,,,0.5880557878345926,,,0,,2.0405343708125656,False,
15,True,1.2131143284990724,94.1659187075266,0.6116736573320232,1.1916739908703424,,,94.43541327998,,,0.6116736573320232,,,0,,2.0405343708125656,False,
16,True,1.2082534070890902,94.44373645979356,0.6312327291723031,1.1916739908703424,,,94.43541327998,,,0.6312327291723031,,,0,,2.0405343708125656,False,
17,True,1.206908425151817,94.44022289766971,0.649081520265179,1.1916739908703424,,,94.43570823757106,,,0.649081520265179,,,0,,2.0405343708125656,False,
