meeting_id,second,composite_score,threshold,rank_within_meeting,valid_metric_count,entropy_shift,pct_det_shift,rmse_shift,entropy_shift_z,pct_det_shift_z,rmse_shift_z,top_contributors
2025.02.10startup_b,2951,2.6194275624858947,2.316219019089773,6,3,0.445332273545457,1.093688470200064,-0.2954001678427396,1.514420110583432,3.8172317952179307,-2.526630781656321,pct_det:increase; rmse:decrease; entropy:increase
2025.02.10startup_b,2652,2.4894544230540676,2.316219019089773,7,3,-0.9854262981156392,-0.8140114042413273,-0.14920399442396404,-3.3510919643953847,-2.8410925950161934,-1.2761787097506254,entropy:decrease; pct_det:decrease; rmse:decrease
2025.02.10startup_b,4814,2.361770048202225,2.316219019089773,8,3,0.1521078137396108,-0.7543533706282091,0.46007933403027595,0.5172657491679236,-2.6328719280226776,3.9351724674160726,rmse:increase; pct_det:decrease; entropy:increase
2025.02.24startup_a,4964,2.47855379805182,2.278858443318205,1,3,-0.019855815241730967,-0.7218602013996787,0.477631487636098,-0.05987400701275358,-2.827255461291352,4.548531925851354,rmse:increase; pct_det:decrease; entropy:decrease
2025.02.24startup_a,513,2.461630251226501,2.278858443318205,2,3,0.24386636951515062,-1.1080344016489931,-0.24254411884806937,0.7353642517703036,-4.339754854591718,-2.30977164731748,pct_det:decrease; rmse:decrease; entropy:increase
2025.02.24startup_a,795,2.443313394351343,2.278858443318205,3,3,-0.2922091421190435,0.6906256285017491,0.3931367175729232,-0.8811389515579061,2.7049213630330664,3.743879868463056,rmse:increase; pct_det:increase; entropy:decrease
2025.02.24startup_a,1771,2.386739468666501,2.278858443318205,4,3,0.9866169392323001,0.5624083900934238,-0.2081667201990826,2.9750835621366525,2.20274256605999,-1.9823922778028609,entropy:increase; pct_det:increase; rmse:decrease
2025.02.24startup_a,3925,2.3228539565525916,2.278858443318205,5,3,0.11518988866502211,0.832516944699961,-0.3528848504292236,0.34734812536091014,3.2606563901939514,-3.3605573541029123,rmse:decrease; pct_det:increase; entropy:increase
2025.02.24startup_a,178,2.301472688262074,2.278858443318205,6,3,-1.0645247713582269,-0.3370279886879217,-0.2493301852156718,-3.210009906397374,-1.3200121294654752,-2.3743960289233734,entropy:decrease; rmse:decrease; pct_det:decrease
2025.02.24startup_b,158,4.818508263083969,2.235481036902117,1,3,-0.9306145079332497,1.6756248526773732,-0.5047405022482048,-3.225874424634897,7.071099351994079,-4.158551012622931,pct_det:increase; rmse:decrease; entropy:decrease
2025.02.24startup_b,2327,3.9670796058654942,2.235481036902117,2,3,-0.7769722293442958,1.2843865151041456,-0.4597489789745326,-2.693290102321402,5.4200823293777685,-3.7878663858973116,pct_det:increase; rmse:decrease; entropy:decrease
2025.02.24startup_b,2020,3.8023901107368787,2.235481036902117,3,3,-0.6331301746546372,-1.2981915903761347,-0.45322964849325176,-2.194677194984709,-5.478339437855252,-3.734153699370677,pct_det:decrease; rmse:decrease; entropy:decrease
2025.02.24startup_b,4317,2.4144903658204346,2.235481036902117,4,3,0.6792677394160845,0.7721105847357705,0.19790945515798603,2.3546080674459886,3.258289375852369,1.630573654162945,pct_det:increase; entropy:increase; rmse:increase
2025.02.24startup_b,3916,2.343998966272751,2.235481036902117,5,3,-0.653124278282708,0.7395421558070012,-0.1999227265655708,-2.263984590246077,3.1208513351562592,-1.6471609734159172,pct_det:increase; entropy:decrease; rmse:decrease
2025.02.24startup_b,886,2.2934061631334526,2.235481036902117,6,3,-0.052856261992246245,0.849616315425564,-0.37767212470878536,-0.1832205089100317,3.5853618235907345,-3.1116361568995914,pct_det:increase; rmse:decrease; entropy:decrease
2025.02.24startup_b,2414,2.286826769259289,2.235481036902117,7,3,0.6179492822561836,0.6157740391087714,-0.25729778238956524,2.1420542752753824,2.598552654527363,-2.1198733779751215,pct_det:increase; entropy:increase; rmse:decrease
2025.03.02startup_a,2163,3.728535626933638,2.5332286790455267,1,3,-0.060661362534877306,1.005456598036531,-0.44930811851382135,-0.18252499125941346,7.022576949341798,-3.9805049401997024,pct_det:increase; rmse:decrease; entropy:decrease
2025.03.02startup_a,5013,3.624331720673544,2.5332286790455267,2,3,0.5386963480417115,-1.0846254958247954,-0.18924684309158446,1.6208924776666365,-7.57552938686955,-1.6765732974844463,pct_det:decrease; rmse:decrease; entropy:increase
2025.03.02startup_a,1859,3.461859902536087,2.5332286790455267,3,3,0.5117829535780133,-0.9095988155798125,-0.2813582821366036,1.5399123136219648,-6.353061572138897,-2.492605821847399,pct_det:decrease; rmse:decrease; entropy:increase
2025.03.02startup_a,5107,3.449986090967195,2.5332286790455267,4,3,-0.27168514965714186,-1.3234985039103435,0.032570773116864626,-0.8174780040255579,-9.243929677520942,0.288550591355084,pct_det:decrease; entropy:decrease; rmse:increase
