second,edge_window,entropy,pct_det,rmse,entropy_smoothed,entropy_shift,entropy_shift_z,pct_det_smoothed,pct_det_shift,pct_det_shift_z,rmse_smoothed,rmse_shift,rmse_shift_z,valid_metric_count,composite_score,threshold,is_candidate,rank_within_meeting
0,True,0.9932338197397066,93.44146685472496,,0.99937428445382,,,93.71173469387756,,,0.8973642679652369,,,0,,2.0470389581394435,False,
1,True,0.9971803988942642,93.5191637630662,,0.9994110647387552,,,93.75,,,0.9347683122382259,,,0,,2.0470389581394435,False,
2,True,0.9993375041688848,93.59651136102823,,0.99937428445382,,,93.78803385704802,,,0.9721723565112148,,,0,,2.0470389581394435,False,
3,True,1.0,93.6734693877551,0.7097186181354834,0.9993375041688848,,,93.82606771409604,,,1.0034496295570152,,,0,,2.0470389581394435,False,
4,True,0.9994110647387552,93.75,0.8151659166873712,0.9988505883813489,,,93.86385352917915,,,1.0347269026028156,,,0,,2.0470389581394435,False,
5,True,0.997772472089982,93.82606771409604,0.8973642679652369,0.9993375041688848,,,93.90163934426228,,,1.061355659517469,,,0,,2.0470389581394435,False,
6,True,0.9994730201859836,93.90163934426228,0.9721723565112148,0.99937428445382,,,93.86552021659574,,,1.087984416432122,,,0,,2.0470389581394435,False,
7,True,1.0,93.97668393782384,1.0347269026028156,0.9994110647387552,,,93.90163934426228,,,1.1108263070008126,,,0,,2.0470389581394435,False,
8,True,0.999525689293649,94.05117270788912,1.087984416432122,0.9994110647387552,,,93.90163934426228,,,1.133668197569503,,,0,,2.0470389581394435,False,
9,True,0.99819587904281,94.12507896399242,1.133668197569503,0.9994110647387552,,,93.90163934426228,,,1.153279790890472,,,0,,2.0470389581394435,False,
10,True,0.9961344835095796,94.1983780411728,1.1728913842114408,0.9994110647387552,,,93.90163934426228,,,1.1728913842114408,,,0,,2.0470389581394435,False,
11,True,0.998363672593813,94.27104722792608,1.206423470297537,0.9986359641585718,,,93.90163934426228,,,1.1728913842114408,,,0,,2.0470389581394435,False,
12,True,0.999609836367807,94.34306569343066,1.2348210921816254,0.998363672593813,,,93.90163934426228,,,1.1728913842114408,,,0,,2.0470389581394435,False,
13,True,1.0,93.82940108892922,1.2636929666549022,0.998363672593813,,,93.90163934426228,,,1.1728913842114408,,,0,,2.0470389581394435,False,
14,True,0.999643749677856,94.10467214758371,1.2887717507215612,0.99819587904281,,,93.82940108892922,,,1.1728913842114408,,,0,,2.0470389581394435,False,
15,True,0.9986359641585718,92.93069306930693,1.2933351141235363,0.9970590569034106,,,92.93069306930693,,,1.1728913842114408,,,0,,2.0470389581394435,False,
16,True,0.9970590569034106,92.43945658594212,1.2770388357941602,0.9961344835095796,,,92.43945658594212,,,1.1728913842114408,,,0,,2.0470389581394435,False,
17,True,0.99498482818597,91.40139751552796,1.1864165942913554,0.99498482818597,,,91.90535491905356,,,1.1728913842114408,,,0,,2.0470389581394435,False,
